year,driver,gp,tires,from,to,laps
2020,Alexander Albon,Imola,Soft Used,1,14,14
2020,Alexander Albon,Imola,Hard New,15,59,45
2020,Alexander Albon,Imola,Soft Used,60,63,4
2020,George Russell,Imola,Medium New,1,11,11
2020,George Russell,Imola,Hard New,12,51,40
2020,Max Verstappen,Imola,Medium Used,1,18,18
2020,Max Verstappen,Imola,Hard New,19,50,32
2020,Kevin Magnussen,Imola,Medium New,1,27,27
2020,Kevin Magnussen,Imola,Hard New,28,47,20
2020,Esteban Ocon,Imola,Medium New,1,13,13
2020,Esteban Ocon,Imola,Hard New,14,27,14
2020,Pierre Gasly,Imola,Soft Used,1,8,8
2020,Sergio Perez,Imola,Hard New,28,51,24
2020,Lance Stroll,Imola,Hard New,2,29,28
2020,Valtteri Bottas,Imola,Hard New,20,51,32
2020,Lewis Hamilton,Turkey,Wet New,1,8,8
2020,Lewis Hamilton,Turkey,Intermediate Used,9,58,50
2020,Sergio Perez,Turkey,Wet Used,1,10,10
2020,Sergio Perez,Turkey,Intermediate New,11,58,48
2020,Sebastian Vettel,Turkey,Wet Used,1,8,8
2020,Sebastian Vettel,Turkey,Intermediate New,9,33,25
2020,Sebastian Vettel,Turkey,Intermediate New,34,58,25
2020,Charles Leclerc,Turkey,Wet Used,1,6,6
2020,Charles Leclerc,Turkey,Intermediate New,7,30,24
2020,Charles Leclerc,Turkey,Intermediate New,31,58,28
2020,Carlos Sainz,Turkey,Wet Used,1,10,10
2020,Carlos Sainz,Turkey,Intermediate New,11,33,23
2020,Carlos Sainz,Turkey,Intermediate New,34,58,25
2020,Max Verstappen,Turkey,Wet Used,1,11,11
2020,Max Verstappen,Turkey,Intermediate New,12,18,7
2020,Max Verstappen,Turkey,Intermediate Used,19,43,25
2020,Max Verstappen,Turkey,Intermediate New,44,58,15
2020,Alexander Albon,Turkey,Wet New,1,12,12
2020,Alexander Albon,Turkey,Intermediate New,13,34,22
2020,Alexander Albon,Turkey,Intermediate New,35,58,24
2020,Lando Norris,Turkey,Wet Used,1,9,9
2020,Lando Norris,Turkey,Intermediate New,37,58,22
2020,Daniel Ricciardo,Turkey,Wet Used,1,10,10
2020,Daniel Ricciardo,Turkey,Intermediate New,11,32,22
2020,Daniel Ricciardo,Turkey,Intermediate New,33,58,26
2020,Esteban Ocon,Turkey,Wet Used,1,1,1
2020,Esteban Ocon,Turkey,Wet Used,2,10,9
2020,Esteban Ocon,Turkey,Intermediate New,11,57,47
2020,Daniil Kvyat,Turkey,Wet Used,1,8,8
2020,Daniil Kvyat,Turkey,Intermediate New,9,57,49
2020,Pierre Gasly,Turkey,Wet Used,1,10,10
2020,Pierre Gasly,Turkey,Intermediate New,11,33,23
2020,Valtteri Bottas,Turkey,Intermediate Used,8,46,39
2020,Valtteri Bottas,Turkey,Intermediate New,47,57,11
2020,Kimi Räikkönen,Turkey,Wet Used,1,8,8
2020,Kimi Räikkönen,Turkey,Intermediate New,9,30,22
2020,Kimi Räikkönen,Turkey,Intermediate Used,31,50,20
2020,Kimi Räikkönen,Turkey,Intermediate New,51,57,7
2020,George Russell,Turkey,Intermediate New,1,32,32
2020,George Russell,Turkey,Intermediate New,33,42,10
2020,George Russell,Turkey,Intermediate New,43,57,15
2020,Kevin Magnussen,Turkey,Wet Used,1,8,8
2020,Kevin Magnussen,Turkey,Intermediate New,9,34,26
2020,Kevin Magnussen,Turkey,Intermediate Used,35,55,21
2020,Romain Grosjean,Turkey,Intermediate New,9,36,28
2020,Nicholas Latifi,Turkey,Intermediate New,1,8,8
2020,Nicholas Latifi,Turkey,Intermediate New,9,38,30
2020,Nicholas Latifi,Turkey,Intermediate New,39,39,1
2020,Antonio Giovinazzi,Turkey,Wet Used,1,8,8
2020,Antonio Giovinazzi,Turkey,Intermediate New,9,11,3
2020,Lando Norris,Turkey,Intermediate New,10,36,27
2020,Lance Stroll,Turkey,Wet Used,1,9,9
2020,Lance Stroll,Turkey,Intermediate New,10,36,27
2020,Lance Stroll,Turkey,Intermediate New,37,58,22
2020,Pierre Gasly,Turkey,Intermediate New,34,57,24
2020,Valtteri Bottas,Turkey,Wet New,1,7,7
2020,Romain Grosjean,Turkey,Wet Used,1,8,8
2020,Romain Grosjean,Turkey,Intermediate New,37,49,13
2020,Lewis Hamilton,Bahrain,Medium Used,1,19,19
2020,Lewis Hamilton,Bahrain,Medium Used,20,35,16
2020,Lewis Hamilton,Bahrain,Hard New,36,57,22
2020,Max Verstappen,Bahrain,Medium Used,1,1,1
2020,Max Verstappen,Bahrain,Medium Used,2,20,19
2020,Max Verstappen,Bahrain,Hard New,21,34,14
2020,Max Verstappen,Bahrain,Hard New,35,46,12
2020,Max Verstappen,Bahrain,Medium Used,47,1,-45
2020,Alexander Albon,Bahrain,Medium Used,1,1,1
2020,Alexander Albon,Bahrain,Medium Used,2,19,18
2020,Alexander Albon,Bahrain,Medium Used,20,34,15
2020,Lando Norris,Bahrain,Medium Used,1,18,18
2020,Lando Norris,Bahrain,Medium Used,19,38,20
2020,Lando Norris,Bahrain,Hard New,39,57,19
2020,Carlos Sainz,Bahrain,Soft New,1,1,1
2020,Carlos Sainz,Bahrain,Soft New,2,21,20
2020,Carlos Sainz,Bahrain,Medium New,22,39,18
2020,Carlos Sainz,Bahrain,Hard New,40,57,18
2020,Pierre Gasly,Bahrain,Medium Used,1,1,1
2020,Pierre Gasly,Bahrain,Hard New,2,25,24
2020,Pierre Gasly,Bahrain,Hard New,26,57,32
2020,Daniel Ricciardo,Bahrain,Medium Used,1,16,16
2020,Daniel Ricciardo,Bahrain,Hard New,17,36,20
2020,Daniel Ricciardo,Bahrain,Hard New,37,57,21
2020,Valtteri Bottas,Bahrain,Medium Used,1,4,4
2020,Valtteri Bottas,Bahrain,Hard New,5,25,21
2020,Valtteri Bottas,Bahrain,Medium Used,26,38,13
2020,Valtteri Bottas,Bahrain,Medium Used,39,57,19
2020,Esteban Ocon,Bahrain,Medium Used,1,1,1
2020,Esteban Ocon,Bahrain,Medium Used,2,17,16
2020,Esteban Ocon,Bahrain,Medium Used,18,34,17
2020,Esteban Ocon,Bahrain,Hard New,35,57,23
2020,Charles Leclerc,Bahrain,Hard New,1,1,1
2020,Charles Leclerc,Bahrain,Medium Used,2,23,22
2020,Charles Leclerc,Bahrain,Hard New,24,40,17
2020,Charles Leclerc,Bahrain,Hard Used,41,56,16
2020,Daniil Kvyat,Bahrain,Medium Used,1,1,1
2020,Daniil Kvyat,Bahrain,Soft Used,2,17,16
2020,Daniil Kvyat,Bahrain,Hard New,18,33,16
2020,Daniil Kvyat,Bahrain,Hard New,34,56,23
2020,George Russell,Bahrain,Medium New,1,1,1
2020,George Russell,Bahrain,Medium New,2,20,19
2020,George Russell,Bahrain,Hard New,21,39,19
2020,George Russell,Bahrain,Medium Used,40,56,17
2020,Sebastian Vettel,Bahrain,Medium Used,1,1,1
2020,Sebastian Vettel,Bahrain,Hard New,2,20,19
2020,Sebastian Vettel,Bahrain,Medium Used,21,39,19
2020,Sebastian Vettel,Bahrain,Hard New,40,56,17
2020,Nicholas Latifi,Bahrain,Hard New,1,1,1
2020,Nicholas Latifi,Bahrain,Medium New,2,21,20
2020,Nicholas Latifi,Bahrain,Medium New,22,37,16
2020,Nicholas Latifi,Bahrain,Hard Used,38,56,19
2020,Kimi Räikkönen,Bahrain,Medium New,1,1,1
2020,Kimi Räikkönen,Bahrain,Medium New,2,17,16
2020,Kimi Räikkönen,Bahrain,Medium Used,41,56,16
2020,Antonio Giovinazzi,Bahrain,Medium New,2,20,19
2020,Antonio Giovinazzi,Bahrain,Soft New,54,56,3
2020,Kevin Magnussen,Bahrain,Medium New,1,1,1
2020,Kevin Magnussen,Bahrain,Hard New,2,3,2
2020,Kevin Magnussen,Bahrain,Hard New,4,27,24
2020,Kevin Magnussen,Bahrain,Hard Used,28,53,26
2020,Kevin Magnussen,Bahrain,Soft New,54,56,3
2020,Sergio Perez,Bahrain,Medium Used,1,1,1
2020,Sergio Perez,Bahrain,Medium Used,2,20,19
2020,Sergio Perez,Bahrain,Hard New,21,36,16
2020,Lance Stroll,Bahrain,Medium Used,1,1,1
2020,Lance Stroll,Bahrain,Medium Used,2,2,1
2020,Romain Grosjean,Bahrain,Hard New,1,1,1
2020,Kimi Räikkönen,Bahrain,Hard New,18,40,23
2020,Alexander Albon,Bahrain,Hard New,35,57,23
2020,Antonio Giovinazzi,Bahrain,Hard New,21,53,33
2020,Sergio Perez,Bahrain,Hard New,37,53,17
2020,Antonio Giovinazzi,Bahrain,Medium New,1,1,1
2020,Sergio Perez,Sakhir,Soft Used,1,1,1
2020,Sergio Perez,Sakhir,Medium New,2,47,46
2020,Sergio Perez,Sakhir,Hard New,48,87,40
2020,Esteban Ocon,Sakhir,Medium New,1,41,41
2020,Esteban Ocon,Sakhir,Hard New,42,87,46
2020,Lance Stroll,Sakhir,Soft Used,1,42,42
2020,Lance Stroll,Sakhir,Medium New,43,87,45
2020,Carlos Sainz,Sakhir,Soft Used,1,28,28
2020,Carlos Sainz,Sakhir,Medium New,29,55,27
2020,Carlos Sainz,Sakhir,Medium New,56,87,32
2020,Daniel Ricciardo,Sakhir,Soft Used,1,29,29
2020,Daniel Ricciardo,Sakhir,Medium New,30,55,26
2020,Daniel Ricciardo,Sakhir,Hard New,56,87,32
2020,Alexander Albon,Sakhir,Medium New,1,47,47
2020,Alexander Albon,Sakhir,Hard New,48,62,15
2020,Alexander Albon,Sakhir,Soft New,63,87,25
2020,Daniil Kvyat,Sakhir,Soft Used,1,27,27
2020,Daniil Kvyat,Sakhir,Medium Used,28,53,26
2020,Daniil Kvyat,Sakhir,Hard New,54,87,34
2020,Valtteri Bottas,Sakhir,Medium Used,1,49,49
2020,Valtteri Bottas,Sakhir,Hard New,50,62,13
2020,Valtteri Bottas,Sakhir,Hard Used,63,87,25
2020,George Russell,Sakhir,Medium Used,1,45,45
2020,George Russell,Sakhir,Hard New,46,62,17
2020,George Russell,Sakhir,Medium Used,63,63,1
2020,George Russell,Sakhir,Medium Used,64,78,15
2020,George Russell,Sakhir,Soft Used,79,87,9
2020,Lando Norris,Sakhir,Soft New,1,20,20
2020,Lando Norris,Sakhir,Medium New,21,54,34
2020,Lando Norris,Sakhir,Medium New,55,87,33
2020,Pierre Gasly,Sakhir,Soft Used,1,28,28
2020,Pierre Gasly,Sakhir,Medium Used,29,51,23
2020,Pierre Gasly,Sakhir,Hard New,52,87,36
2020,Sebastian Vettel,Sakhir,Medium Used,1,31,31
2020,Sebastian Vettel,Sakhir,Hard New,32,54,23
2020,Sebastian Vettel,Sakhir,Soft New,55,63,9
2020,Sebastian Vettel,Sakhir,Soft Used,64,87,24
2020,Antonio Giovinazzi,Sakhir,Medium New,1,26,26
2020,Antonio Giovinazzi,Sakhir,Hard New,27,54,28
2020,Antonio Giovinazzi,Sakhir,Medium New,55,87,33
2020,Kimi Räikkönen,Sakhir,Medium New,1,23,23
2020,Kimi Räikkönen,Sakhir,Hard New,24,54,31
2020,Kimi Räikkönen,Sakhir,Medium New,55,62,8
2020,Kimi Räikkönen,Sakhir,Soft New,63,87,25
2020,Kevin Magnussen,Sakhir,Soft New,1,26,26
2020,Kevin Magnussen,Sakhir,Medium New,27,54,28
2020,Kevin Magnussen,Sakhir,Soft Used,55,87,33
2020,Jack Aitken,Sakhir,Medium New,1,31,31
2020,Jack Aitken,Sakhir,Hard New,32,54,23
2020,Jack Aitken,Sakhir,Medium New,55,59,5
2020,Jack Aitken,Sakhir,Soft New,60,87,28
2020,Pietro Fittipaldi,Sakhir,Soft New,1,31,31
2020,Pietro Fittipaldi,Sakhir,Medium New,32,53,22
2020,Pietro Fittipaldi,Sakhir,Soft Used,54,63,10
2020,Pietro Fittipaldi,Sakhir,Soft Used,64,87,24
2020,Nicholas Latifi,Sakhir,Soft New,1,27,27
2020,Nicholas Latifi,Sakhir,Medium New,28,52,25
2020,Charles Leclerc,Sakhir,Soft Used,1,1,1
2020,Max Verstappen,Sakhir,Soft Used,1,1,1
2020,Max Verstappen,Abu Dhabi,Medium Used,1,10,10
2020,Max Verstappen,Abu Dhabi,Hard New,11,55,45
2020,Valtteri Bottas,Abu Dhabi,Medium Used,1,10,10
2020,Valtteri Bottas,Abu Dhabi,Hard New,11,55,45
2020,Lewis Hamilton,Abu Dhabi,Medium Used,1,10,10
2020,Lewis Hamilton,Abu Dhabi,Hard New,11,55,45
2020,Alexander Albon,Abu Dhabi,Soft Used,1,10,10
2020,Alexander Albon,Abu Dhabi,Hard New,11,55,45
2020,Lando Norris,Abu Dhabi,Soft Used,1,10,10
2020,Lando Norris,Abu Dhabi,Hard New,11,55,45
2020,Carlos Sainz,Abu Dhabi,Medium Used,1,10,10
2020,Carlos Sainz,Abu Dhabi,Hard New,11,55,45
2020,Daniel Ricciardo,Abu Dhabi,Hard New,1,39,39
2020,Daniel Ricciardo,Abu Dhabi,Medium New,40,55,16
2020,Pierre Gasly,Abu Dhabi,Soft Used,1,10,10
2020,Pierre Gasly,Abu Dhabi,Hard New,11,55,45
2020,Esteban Ocon,Abu Dhabi,Medium New,1,10,10
2020,Esteban Ocon,Abu Dhabi,Hard New,11,55,45
2020,Lance Stroll,Abu Dhabi,Soft Used,1,10,10
2020,Lance Stroll,Abu Dhabi,Hard New,11,55,45
2020,Daniil Kvyat,Abu Dhabi,Soft Used,1,10,10
2020,Daniil Kvyat,Abu Dhabi,Hard New,11,54,44
2020,Kimi Räikkönen,Abu Dhabi,Medium New,1,10,10
2020,Kimi Räikkönen,Abu Dhabi,Hard New,11,54,44
2020,Charles Leclerc,Abu Dhabi,Medium Used,1,22,22
2020,Charles Leclerc,Abu Dhabi,Hard New,23,54,32
2020,Sebastian Vettel,Abu Dhabi,Hard New,1,35,35
2020,Sebastian Vettel,Abu Dhabi,Medium New,36,54,19
2020,George Russell,Abu Dhabi,Medium New,1,10,10
2020,George Russell,Abu Dhabi,Hard New,11,54,44
2020,Antonio Giovinazzi,Abu Dhabi,Medium New,1,27,27
2020,Antonio Giovinazzi,Abu Dhabi,Hard New,28,54,27
2020,Nicholas Latifi,Abu Dhabi,Medium New,1,11,11
2020,Nicholas Latifi,Abu Dhabi,Hard New,12,35,24
2020,Nicholas Latifi,Abu Dhabi,Medium New,36,54,19
2020,Kevin Magnussen,Abu Dhabi,Hard New,1,31,31
2020,Kevin Magnussen,Abu Dhabi,Medium New,32,47,16
2020,Kevin Magnussen,Abu Dhabi,Medium New,48,54,7
2020,Pietro Fittipaldi,Abu Dhabi,Medium New,1,10,10
2020,Pietro Fittipaldi,Abu Dhabi,Hard New,11,34,24
2020,Pietro Fittipaldi,Abu Dhabi,Medium New,35,48,14
2020,Pietro Fittipaldi,Abu Dhabi,Soft Used,49,53,5
2020,Sergio Perez,Abu Dhabi,Hard New,1,8,8
2021,Lewis Hamilton,Bahrain,Medium Used,1,13,13
2021,Lewis Hamilton,Bahrain,Hard New,14,28,15
2021,Lewis Hamilton,Bahrain,Hard New,29,56,28
2021,Max Verstappen,Bahrain,Medium Used,1,17,17
2021,Max Verstappen,Bahrain,Medium New,18,39,22
2021,Max Verstappen,Bahrain,Hard New,40,56,17
2021,Valtteri Bottas,Bahrain,Medium Used,1,16,16
2021,Valtteri Bottas,Bahrain,Hard New,17,30,14
2021,Valtteri Bottas,Bahrain,Hard New,31,54,24
2021,Valtteri Bottas,Bahrain,Medium Used,55,56,2
2021,Lando Norris,Bahrain,Soft Used,1,12,12
2021,Lando Norris,Bahrain,Medium New,13,33,21
2021,Lando Norris,Bahrain,Hard New,34,56,23
2021,Sergio Perez,Bahrain,Medium Used,1,2,2
2021,Sergio Perez,Bahrain,Medium Used,3,19,17
2021,Sergio Perez,Bahrain,Hard New,20,38,19
2021,Sergio Perez,Bahrain,Medium Used,39,56,18
2021,Charles Leclerc,Bahrain,Soft Used,1,12,12
2021,Charles Leclerc,Bahrain,Medium New,13,32,20
2021,Charles Leclerc,Bahrain,Hard New,33,56,24
2021,Daniel Ricciardo,Bahrain,Soft Used,1,13,13
2021,Daniel Ricciardo,Bahrain,Medium New,14,32,19
2021,Daniel Ricciardo,Bahrain,Hard New,33,56,24
2021,Carlos Sainz,Bahrain,Soft Used,1,15,15
2021,Carlos Sainz,Bahrain,Medium New,16,37,22
2021,Carlos Sainz,Bahrain,Hard New,38,56,19
2021,Yuki Tsunoda,Bahrain,Medium Used,1,15,15
2021,Yuki Tsunoda,Bahrain,Hard New,16,33,18
2021,Yuki Tsunoda,Bahrain,Hard New,34,56,23
2021,Lance Stroll,Bahrain,Soft Used,1,12,12
2021,Lance Stroll,Bahrain,Medium New,13,28,16
2021,Lance Stroll,Bahrain,Hard New,29,56,28
2021,Kimi Räikkönen,Bahrain,Medium New,1,13,13
2021,Kimi Räikkönen,Bahrain,Hard New,14,29,16
2021,Kimi Räikkönen,Bahrain,Medium New,30,56,27
2021,Antonio Giovinazzi,Bahrain,Medium New,1,12,12
2021,Antonio Giovinazzi,Bahrain,Hard New,13,30,18
2021,Antonio Giovinazzi,Bahrain,Medium New,31,55,25
2021,Esteban Ocon,Bahrain,Soft New,1,13,13
2021,Esteban Ocon,Bahrain,Medium New,14,31,18
2021,Esteban Ocon,Bahrain,Hard New,32,55,24
2021,George Russell,Bahrain,Soft New,1,13,13
2021,George Russell,Bahrain,Medium New,14,36,23
2021,George Russell,Bahrain,Medium New,37,55,19
2021,Sebastian Vettel,Bahrain,Medium New,1,24,24
2021,Sebastian Vettel,Bahrain,Hard New,25,55,31
2021,Mick Schumacher,Bahrain,Medium New,1,14,14
2021,Mick Schumacher,Bahrain,Medium New,15,33,19
2021,Mick Schumacher,Bahrain,Hard New,34,55,22
2021,Pierre Gasly,Bahrain,Medium Used,1,4,4
2021,Pierre Gasly,Bahrain,Hard New,5,19,15
2021,Pierre Gasly,Bahrain,Medium Used,20,39,20
2021,Pierre Gasly,Bahrain,Hard New,40,52,13
2021,Nicholas Latifi,Bahrain,Soft New,1,14,14
2021,Nicholas Latifi,Bahrain,Medium New,15,32,18
2021,Nicholas Latifi,Bahrain,Medium New,33,51,19
2021,Fernando Alonso,Bahrain,Soft Used,1,10,10
2021,Fernando Alonso,Bahrain,Medium New,11,29,19
2021,Fernando Alonso,Bahrain,Hard New,30,32,3
2021,Nikita Mazepin,Bahrain,Medium New,1,1,1
2021,Max Verstappen,Imola,Intermediate New,1,27,27
2021,Max Verstappen,Imola,Medium New,28,33,6
2021,Max Verstappen,Imola,Medium Used,34,63,30
2021,Lewis Hamilton,Imola,Intermediate New,1,28,28
2021,Lewis Hamilton,Imola,Medium Used,29,31,3
2021,Lewis Hamilton,Imola,Medium New,32,63,32
2021,Lando Norris,Imola,Intermediate New,1,28,28
2021,Lando Norris,Imola,Medium New,29,33,5
2021,Lando Norris,Imola,Soft Used,34,63,30
2021,Charles Leclerc,Imola,Intermediate New,1,28,28
2021,Charles Leclerc,Imola,Medium New,29,63,35
2021,Carlos Sainz,Imola,Intermediate New,1,27,27
2021,Carlos Sainz,Imola,Medium New,28,63,36
2021,Daniel Ricciardo,Imola,Intermediate New,1,27,27
2021,Daniel Ricciardo,Imola,Medium New,28,33,6
2021,Daniel Ricciardo,Imola,Soft Used,34,63,30
2021,Lance Stroll,Imola,Intermediate New,1,27,27
2021,Lance Stroll,Imola,Medium New,28,63,36
2021,Pierre Gasly,Imola,Wet New,1,14,14
2021,Pierre Gasly,Imola,Intermediate New,15,26,12
2021,Pierre Gasly,Imola,Medium New,27,63,37
2021,Kimi Räikkönen,Imola,Intermediate New,1,26,26
2021,Kimi Räikkönen,Imola,Medium New,27,63,37
2021,Esteban Ocon,Imola,Wet New,1,1,1
2021,Esteban Ocon,Imola,Intermediate New,2,27,26
2021,Esteban Ocon,Imola,Medium New,28,31,4
2021,Esteban Ocon,Imola,Soft Used,32,32,1
2021,Esteban Ocon,Imola,Medium Used,33,63,31
2021,Fernando Alonso,Imola,Intermediate New,1,28,28
2021,Fernando Alonso,Imola,Medium New,29,63,35
2021,Sergio Perez,Imola,Intermediate New,1,28,28
2021,Sergio Perez,Imola,Medium New,29,33,5
2021,Sergio Perez,Imola,Soft Used,34,63,30
2021,Yuki Tsunoda,Imola,Intermediate New,1,25,25
2021,Yuki Tsunoda,Imola,Medium New,26,32,7
2021,Yuki Tsunoda,Imola,Soft Used,33,63,31
2021,Antonio Giovinazzi,Imola,Intermediate New,1,27,27
2021,Antonio Giovinazzi,Imola,Medium New,28,62,35
2021,Sebastian Vettel,Imola,Intermediate New,1,3,3
2021,Sebastian Vettel,Imola,Intermediate New,4,20,17
2021,Sebastian Vettel,Imola,Medium New,21,32,12
2021,Sebastian Vettel,Imola,Soft New,33,61,29
2021,Mick Schumacher,Imola,Wet New,1,5,5
2021,Mick Schumacher,Imola,Intermediate New,6,21,16
2021,Mick Schumacher,Imola,Soft Used,22,31,10
2021,Mick Schumacher,Imola,Medium New,32,61,30
2021,Nikita Mazepin,Imola,Wet New,1,12,12
2021,Nikita Mazepin,Imola,Intermediate New,13,23,11
2021,Nikita Mazepin,Imola,Soft Used,24,31,8
2021,Nikita Mazepin,Imola,Medium New,32,61,30
2021,George Russell,Imola,Intermediate New,1,26,26
2021,George Russell,Imola,Medium New,27,30,4
2021,Valtteri Bottas,Imola,Intermediate New,1,28,28
2021,Valtteri Bottas,Imola,Medium Used,29,30,2
2021,Nicholas Latifi,Imola,Intermediate New,1,1,1
2021,Lewis Hamilton,Portugal,Medium Used,1,37,37
2021,Lewis Hamilton,Portugal,Hard Used,38,66,29
2021,Max Verstappen,Portugal,Medium Used,1,35,35
2021,Max Verstappen,Portugal,Hard New,36,64,29
2021,Max Verstappen,Portugal,Soft Used,65,66,2
2021,Valtteri Bottas,Portugal,Medium Used,1,36,36
2021,Valtteri Bottas,Portugal,Hard Used,37,63,27
2021,Valtteri Bottas,Portugal,Soft New,64,66,3
2021,Sergio Perez,Portugal,Medium Used,1,51,51
2021,Sergio Perez,Portugal,Soft Used,52,66,15
2021,Lando Norris,Portugal,Soft Used,1,22,22
2021,Lando Norris,Portugal,Medium New,23,66,44
2021,Charles Leclerc,Portugal,Medium Used,1,25,25
2021,Charles Leclerc,Portugal,Hard New,26,66,41
2021,Esteban Ocon,Portugal,Soft Used,1,22,22
2021,Esteban Ocon,Portugal,Hard New,23,66,44
2021,Fernando Alonso,Portugal,Medium New,1,40,40
2021,Fernando Alonso,Portugal,Hard New,41,66,26
2021,Daniel Ricciardo,Portugal,Medium New,1,41,41
2021,Daniel Ricciardo,Portugal,Hard New,42,66,25
2021,Pierre Gasly,Portugal,Soft Used,1,24,24
2021,Pierre Gasly,Portugal,Medium New,25,66,42
2021,Carlos Sainz,Portugal,Soft Used,1,21,21
2021,Carlos Sainz,Portugal,Medium New,22,66,45
2021,Antonio Giovinazzi,Portugal,Medium New,1,22,22
2021,Antonio Giovinazzi,Portugal,Hard New,23,65,43
2021,Sebastian Vettel,Portugal,Soft Used,1,22,22
2021,Lance Stroll,Portugal,Soft New,1,39,39
2021,Lance Stroll,Portugal,Medium New,40,65,26
2021,Yuki Tsunoda,Portugal,Medium New,1,21,21
2021,Yuki Tsunoda,Portugal,Hard New,22,65,44
2021,George Russell,Portugal,Medium New,1,28,28
2021,George Russell,Portugal,Hard New,29,65,37
2021,Mick Schumacher,Portugal,Hard New,33,64,32
2021,Nicholas Latifi,Portugal,Medium New,1,24,24
2021,Nicholas Latifi,Portugal,Hard New,25,64,40
2021,Nikita Mazepin,Portugal,Medium New,1,31,31
2021,Nikita Mazepin,Portugal,Hard New,32,43,12
2021,Nikita Mazepin,Portugal,Soft New,44,64,21
2021,Kimi Räikkönen,Portugal,Soft New,1,1,1
2021,Mick Schumacher,Portugal,Medium New,1,32,32
2021,Sebastian Vettel,Portugal,Medium Used,23,65,43
2021,Lewis Hamilton,Spain,Soft Used,1,28,28
2021,Lewis Hamilton,Spain,Medium New,29,42,14
2021,Lewis Hamilton,Spain,Medium Used,43,66,24
2021,Max Verstappen,Spain,Soft Used,1,24,24
2021,Max Verstappen,Spain,Medium New,25,60,36
2021,Max Verstappen,Spain,Soft New,61,66,6
2021,Valtteri Bottas,Spain,Soft Used,1,23,23
2021,Valtteri Bottas,Spain,Medium New,24,53,30
2021,Valtteri Bottas,Spain,Soft Used,54,66,13
2021,Charles Leclerc,Spain,Soft Used,1,28,28
2021,Charles Leclerc,Spain,Medium New,29,58,30
2021,Charles Leclerc,Spain,Soft Used,59,66,8
2021,Sergio Perez,Spain,Soft Used,1,27,27
2021,Sergio Perez,Spain,Medium New,28,57,30
2021,Sergio Perez,Spain,Soft Used,58,66,9
2021,Daniel Ricciardo,Spain,Soft Used,1,25,25
2021,Daniel Ricciardo,Spain,Medium New,26,46,21
2021,Daniel Ricciardo,Spain,Soft Used,47,66,20
2021,Carlos Sainz,Spain,Soft Used,1,22,22
2021,Carlos Sainz,Spain,Medium New,23,46,24
2021,Carlos Sainz,Spain,Soft Used,47,66,20
2021,Lando Norris,Spain,Soft Used,1,23,23
2021,Lando Norris,Spain,Medium New,24,51,28
2021,Esteban Ocon,Spain,Soft Used,1,23,23
2021,Esteban Ocon,Spain,Medium New,24,65,42
2021,Pierre Gasly,Spain,Medium New,19,47,29
2021,Pierre Gasly,Spain,Soft New,48,65,18
2021,Pierre Gasly,Spain,Soft New,1,18,18
2021,Lance Stroll,Spain,Soft New,1,22,22
2021,Lance Stroll,Spain,Medium New,23,39,17
2021,Lance Stroll,Spain,Soft Used,40,65,26
2021,Kimi Räikkönen,Spain,Medium New,1,37,37
2021,Kimi Räikkönen,Spain,Soft New,38,65,28
2021,Sebastian Vettel,Spain,Soft New,1,21,21
2021,Sebastian Vettel,Spain,Medium New,22,38,17
2021,Sebastian Vettel,Spain,Soft Used,39,65,27
2021,George Russell,Spain,Soft New,1,9,9
2021,George Russell,Spain,Medium New,10,28,19
2021,George Russell,Spain,Medium New,29,65,37
2021,Antonio Giovinazzi,Spain,Soft New,1,8,8
2021,Antonio Giovinazzi,Spain,Medium Used,9,39,31
2021,Antonio Giovinazzi,Spain,Soft Used,40,65,26
2021,Nicholas Latifi,Spain,Soft New,1,9,9
2021,Nicholas Latifi,Spain,Medium New,10,27,18
2021,Nicholas Latifi,Spain,Medium New,28,50,23
2021,Nicholas Latifi,Spain,Soft Used,51,65,15
2021,Fernando Alonso,Spain,Soft Used,1,21,21
2021,Fernando Alonso,Spain,Medium New,22,61,40
2021,Fernando Alonso,Spain,Soft Used,62,65,4
2021,Mick Schumacher,Spain,Soft New,1,23,23
2021,Mick Schumacher,Spain,Medium New,24,50,27
2021,Mick Schumacher,Spain,Medium New,51,64,14
2021,Nikita Mazepin,Spain,Soft New,1,22,22
2021,Nikita Mazepin,Spain,Medium New,23,42,20
2021,Nikita Mazepin,Spain,Medium New,43,64,22
2021,Yuki Tsunoda,Spain,Soft New,1,6,6
2021,Lando Norris,Spain,Soft Used,52,65,14
2021,Max Verstappen,Monaco,Soft Used,1,34,34
2021,Max Verstappen,Monaco,Hard New,35,78,44
2021,Carlos Sainz,Monaco,Soft Used,1,32,32
2021,Carlos Sainz,Monaco,Hard New,32,78,47
2021,Lando Norris,Monaco,Soft Used,1,30,30
